City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
258,Cabral,DO,18.25,-71.2167,82.26,69,40,9.93,scattered clouds,2021-06-06 14:32:45
259,Jatiroto,ID,-7.8833,111.1167,74.71,93,69,3.04,broken clouds,2021-06-06 14:32:45
260,Bac Lieu,VN,9.285,105.7244,84.63,75,100,13.15,overcast clouds,2021-06-06 14:32:46
261,Kathu,TH,7.9178,98.3332,86.63,77,74,15.08,broken clouds,2021-06-06 14:32:46
262,Durban,ZA,-29.8579,31.0292,68.92,80,0,3.0,clear sky,2021-06-06 14:32:47
263,Ambilobe,MG,-13.2,49.05,74.71,84,75,1.81,moderate rain,2021-06-06 14:32:47
264,Ilulissat,GL,69.2167,-51.1,39.22,81,73,3.44,broken clouds,2021-06-06 14:32:47
265,Gondanglegi,ID,-7.7479,112.0132,75.85,93,76,7.74,broken clouds,2021-06-06 14:32:48
266,Ixtapa,MX,20.7,-105.2,80.22,83,75,0.0,broken clouds,2021-06-06 14:32:48
267,Ancud,CL,-41.8697,-73.8203,49.23,80,100,8.37,overcast clouds,2021-06-06 14:32:48
268,Berlevag,NO,70.8578,29.0864,42.6,71,7,9.71,clear sky,2021-06-06 14:32:49
269,Sinnamary,GF,5.3833,-52.95,79.92,84,76,7.4,broken clouds,2021-06-06 14:32:49
270,Sokolo,ML,14.7328,-6.1219,106.41,20,17,9.44,few clouds,2021-06-06 14:32:49
271,Novo Aripuana,BR,-5.1206,-60.3797,91.36,49,17,3.89,few clouds,2021-06-06 14:32:50
272,Masuguru,TZ,-11.3667,38.4167,74.79,53,53,3.74,broken clouds,2021-06-06 14:32:50
273,Ilula,TZ,-7.6766,36.0366,72.14,74,20,6.31,few clouds,2021-06-06 14:32:50
274,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,100,90,2.48,light intensity drizzle,2021-06-06 14:30:09
275,Todos Santos,MX,23.45,-110.2167,89.91,53,64,4.97,broken clouds,2021-06-06 14:32:50
276,Talas,TR,38.6908,35.5538,68.67,30,40,8.05,scattered clouds,2021-06-06 14:32:51
277,Bayji,IQ,34.9311,43.487,97.11,11,0,18.39,clear sky,2021-06-06 14:32:51
278,Saint Anthony,US,45.0205,-93.218,81.91,55,1,7.0,clear sky,2021-06-06 14:32:51
279,Smithers,CA,54.7804,-127.1743,43.12,87,75,0.0,broken clouds,2021-06-06 14:30:14
280,Santiago Del Estero,AR,-27.7951,-64.2615,57.15,60,100,6.35,overcast clouds,2021-06-06 14:32:52
281,Padilla,CO,3.2204,-76.3139,72.97,74,95,3.4,overcast clouds,2021-06-06 14:32:52
282,Gazli,UZ,40.1333,63.45,103.06,11,1,13.76,clear sky,2021-06-06 14:32:52
283,Toamasina,MG,-18.1667,49.3833,73.4,88,75,16.11,light rain,2021-06-06 14:32:53
284,Zabol,AF,32.25,67.25,84.22,12,0,12.73,clear sky,2021-06-06 14:32:53
285,Buala,SB,-8.145,159.5921,79.93,83,2,7.09,light rain,2021-06-06 14:32:53
286,Tautira,PF,-17.7333,-149.15,77.02,75,9,12.91,clear sky,2021-06-06 14:32:54
287,Nizhniy Kuranakh,RU,58.8353,125.4869,63.82,59,44,6.44,scattered clouds,2021-06-06 14:32:54
288,Sao Filipe,CV,14.8961,-24.4956,77.16,65,52,8.12,broken clouds,2021-06-06 14:32:54
289,Koltsovo,RU,54.9376,83.1825,69.19,87,100,10.83,moderate rain,2021-06-06 14:32:55
290,Price,US,39.5994,-110.8107,74.46,23,1,0.0,clear sky,2021-06-06 14:32:55
291,Eyl,SO,7.9803,49.8164,86.04,62,0,20.27,clear sky,2021-06-06 14:32:55
292,Casablanca,MA,33.5928,-7.6192,84.42,73,40,13.0,scattered clouds,2021-06-06 14:28:15
293,Thinadhoo,MV,0.5333,72.9333,83.46,73,16,12.01,few clouds,2021-06-06 14:32:56
294,Diapaga,BF,12.0708,1.7889,102.4,25,77,5.01,broken clouds,2021-06-06 14:32:56
295,Arraial Do Cabo,BR,-22.9661,-42.0278,82.36,61,0,12.66,clear sky,2021-06-06 14:32:56
296,Hambantota,LK,6.1241,81.1185,82.74,89,0,16.17,clear sky,2021-06-06 14:32:56
297,Bondo,CD,3.8146,23.6866,75.07,79,97,2.51,overcast clouds,2021-06-06 14:32:57
298,Lompoc,US,34.6391,-120.4579,59.09,85,90,1.99,mist,2021-06-06 14:32:57
299,Sicamous,CA,50.8331,-118.9856,56.48,87,98,2.91,overcast clouds,2021-06-06 14:30:15
300,Camacari,BR,-12.6975,-38.3242,82.17,79,24,8.52,few clouds,2021-06-06 14:32:58
301,Takaungu,KE,-3.6837,39.8566,82.89,73,9,19.24,clear sky,2021-06-06 14:32:58
302,El Alto,PE,-4.2714,-81.2147,69.46,69,100,10.33,overcast clouds,2021-06-06 14:32:58
303,Kendari,ID,-3.945,122.4989,76.17,91,30,2.42,scattered clouds,2021-06-06 14:32:58
304,Hanko,FI,59.8333,22.95,76.33,73,80,7.23,broken clouds,2021-06-06 14:33:00
305,Flinders,AU,-34.5833,150.8552,54.05,80,5,1.01,clear sky,2021-06-06 14:33:00
306,Cabra,ES,37.4725,-4.4421,89.04,25,0,7.09,clear sky,2021-06-06 14:33:01
307,Basco,PH,20.4487,121.9702,82.54,74,100,4.94,overcast clouds,2021-06-06 14:33:02
308,Lodja,CD,-3.4833,23.4333,81.9,59,100,3.94,overcast clouds,2021-06-06 14:33:03
309,Dudinka,RU,69.4058,86.1778,33.06,90,98,4.85,overcast clouds,2021-06-06 14:32:15
310,Linqiong,CN,30.4159,103.4609,80.42,60,100,1.99,light rain,2021-06-06 14:33:06
311,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,49,0,17.27,clear sky,2021-06-06 14:33:08
312,Xingyi,CN,24.1877,102.817,63.03,94,65,2.89,light rain,2021-06-06 14:33:09
313,Waspan,NI,14.7419,-83.9717,83.88,59,68,6.76,broken clouds,2021-06-06 14:33:13
314,Sao Sebastiao,BR,-23.76,-45.4097,83.93,45,100,1.9,overcast clouds,2021-06-06 14:33:13
315,Balkanabat,TM,39.5108,54.3671,82.83,40,3,14.81,clear sky,2021-06-06 14:33:13
316,Huarmey,PE,-10.0681,-78.1522,68.49,73,72,8.55,broken clouds,2021-06-06 14:33:14
317,Oktyabrskiy,RU,54.4815,53.471,67.82,61,19,3.65,few clouds,2021-06-06 14:33:14
318,Namatanai,PG,-3.6667,152.4333,79.52,84,100,6.13,overcast clouds,2021-06-06 14:33:14
319,Kirovskiy,RU,45.0917,133.5136,52.18,94,26,2.71,scattered clouds,2021-06-06 14:33:14
320,Adeje,ES,28.1227,-16.726,75.87,52,20,7.0,few clouds,2021-06-06 14:33:15
321,Barra Do Garcas,BR,-15.89,-52.2567,79.38,57,0,5.17,clear sky,2021-06-06 14:30:33
322,Toora-Khem,RU,52.4675,96.11,41.02,86,100,5.55,overcast clouds,2021-06-06 14:33:15
323,Ostrovnoy,RU,68.0531,39.5131,43.88,62,34,14.38,scattered clouds,2021-06-06 14:33:15
324,Makakilo City,US,21.3469,-158.0858,72.68,80,40,5.75,scattered clouds,2021-06-06 14:33:16
325,Sobolevo,RU,54.4299,31.8996,67.08,73,61,7.63,broken clouds,2021-06-06 14:33:16
326,Luganville,VU,-15.5333,167.1667,75.85,83,86,4.27,overcast clouds,2021-06-06 14:33:16
327,West Bay,KY,19.3667,-81.4167,88.07,74,20,7.0,few clouds,2021-06-06 14:33:17
328,Honningsvag,NO,70.9821,25.9704,40.03,72,6,4.56,clear sky,2021-06-06 14:33:17
329,Nador,MA,35.174,-2.9287,82.47,73,20,9.6,few clouds,2021-06-06 14:33:17
330,Atherton,GB,53.5237,-2.4935,70.36,54,86,3.0,overcast clouds,2021-06-06 14:33:18
331,Maragogi,BR,-9.0122,-35.2225,80.96,73,29,9.31,scattered clouds,2021-06-06 14:33:18
332,Kirakira,SB,-10.4544,161.9205,79.3,85,34,8.81,scattered clouds,2021-06-06 14:33:18
333,Belyy Yar,RU,53.6039,91.3903,51.69,76,0,13.0,clear sky,2021-06-06 14:33:18
334,Baza,ES,37.4907,-2.7726,80.58,26,0,3.51,clear sky,2021-06-06 14:33:19
335,Emerald,AU,-23.5333,148.1667,51.94,50,0,10.36,clear sky,2021-06-06 14:33:19
336,Maryville,US,35.7565,-83.9705,76.3,91,90,0.0,overcast clouds,2021-06-06 14:33:20
337,Orlik,RU,52.5178,99.825,41.49,64,72,5.17,broken clouds,2021-06-06 14:29:28
338,Saldanha,ZA,-33.0117,17.9442,70.66,39,40,14.76,scattered clouds,2021-06-06 14:33:20
339,Boyolangu,ID,-8.1181,111.8935,76.12,93,60,2.62,broken clouds,2021-06-06 14:33:20
340,Muncie,US,40.1934,-85.3864,80.26,71,97,1.99,overcast clouds,2021-06-06 14:28:57
341,Ezhou,CN,30.4,114.8333,74.44,71,73,9.51,broken clouds,2021-06-06 14:33:21
342,Adrar,MR,20.5022,-10.0711,109.92,8,2,22.03,clear sky,2021-06-06 14:33:21
343,Lazi,UA,48.0667,24.2333,64.8,74,62,2.55,broken clouds,2021-06-06 14:33:21
344,Fonte Boa,BR,-2.4959,-66.2662,86.23,62,92,4.23,overcast clouds,2021-06-06 14:33:22
345,Bertoua,CM,4.5833,13.6833,83.08,61,57,2.75,light rain,2021-06-06 14:29:17
346,Drumnadrochit,GB,57.3344,-4.4799,64.78,48,60,3.56,broken clouds,2021-06-06 14:33:22
347,San Julian,MX,21.0167,-102.1667,68.56,51,80,0.98,broken clouds,2021-06-06 14:33:22
348,Vila Velha,BR,-20.3297,-40.2925,82.96,68,40,8.01,scattered clouds,2021-06-06 14:33:22
349,Nizhniy Chir,RU,48.3597,43.0865,69.91,66,82,9.55,broken clouds,2021-06-06 14:33:23
350,Ossora,RU,59.2353,163.0719,39.06,95,100,5.14,overcast clouds,2021-06-06 14:33:23
351,Plouzane,FR,48.3833,-4.6167,64.49,80,90,8.5,overcast clouds,2021-06-06 14:33:23
352,Grindavik,IS,63.8424,-22.4338,51.75,87,75,13.91,light rain,2021-06-06 14:33:24
353,Chau Doc,VN,10.7,105.1167,82.53,77,99,11.41,overcast clouds,2021-06-06 14:33:24
354,Chiapilla,MX,16.5167,-92.7333,69.6,73,90,2.53,overcast clouds,2021-06-06 14:33:24
355,Hualmay,PE,-11.0964,-77.6139,67.06,72,85,9.51,overcast clouds,2021-06-06 14:33:25
356,Houston,US,29.7633,-95.3633,83.97,86,90,1.01,overcast clouds,2021-06-06 14:30:44
357,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,72,4,12.1,clear sky,2021-06-06 14:33:25
358,Padre Bernardo,BR,-15.35,-48.5,83.48,34,99,7.11,overcast clouds,2021-06-06 14:33:26
359,Salekhard,RU,66.53,66.6019,44.55,41,92,15.03,overcast clouds,2021-06-06 14:33:26
360,Tarsus,TR,36.9188,34.8784,89.98,39,0,13.04,clear sky,2021-06-06 14:33:26
361,Saint-Augustin,CA,51.226,-58.6502,56.32,41,5,12.66,clear sky,2021-06-06 14:33:27
362,Qasigiannguit,GL,68.8193,-51.1922,39.45,82,78,5.39,broken clouds,2021-06-06 14:33:27
363,Roros,NO,62.5747,11.3842,66.04,45,75,9.22,broken clouds,2021-06-06 14:33:27
364,Mehamn,NO,71.0357,27.8492,41.5,68,7,9.13,clear sky,2021-06-06 14:33:28
365,San Patricio,US,28.017,-97.5169,83.91,74,2,10.51,clear sky,2021-06-06 14:33:28
366,Fairbanks,US,64.8378,-147.7164,53.92,70,75,5.75,broken clouds,2021-06-06 14:28:55
367,Beringovskiy,RU,63.05,179.3167,35.73,97,100,1.68,light rain,2021-06-06 14:33:28
368,Guilin,CN,25.2819,110.2864,75.31,80,0,2.51,clear sky,2021-06-06 14:31:28
369,Turukhansk,RU,65.8167,87.9833,37.29,81,82,3.02,broken clouds,2021-06-06 14:33:29
370,Kozhevnikovo,RU,56.2589,83.9714,59.25,91,100,12.01,light rain,2021-06-06 14:33:29
371,Souillac,MU,-20.5167,57.5167,76.35,78,40,8.7,light rain,2021-06-06 14:33:29
372,Libreville,GA,0.3925,9.4537,84.22,79,20,9.22,light rain,2021-06-06 14:33:30
373,Bonavista,CA,48.6499,-53.1147,60.8,90,100,18.92,light rain,2021-06-06 14:33:30
374,Phan Thiet,VN,10.9333,108.1,81.99,78,100,9.19,overcast clouds,2021-06-06 14:29:54
375,Talara,PE,-4.5772,-81.2719,72.36,73,20,12.66,few clouds,2021-06-06 14:33:31
376,Tikamgarh,IN,24.745,78.8333,95.34,33,57,6.2,broken clouds,2021-06-06 14:33:31
377,Tamandare,BR,-8.7597,-35.1047,81.5,69,18,9.57,few clouds,2021-06-06 14:33:31
378,Ginir,ET,7.1333,40.7,63.1,77,74,9.55,light rain,2021-06-06 14:33:32
379,Katsuura,JP,35.1333,140.3,71.11,90,100,5.23,overcast clouds,2021-06-06 14:33:32
380,Pandan,PH,14.0453,124.1694,80.62,83,100,4.54,overcast clouds,2021-06-06 14:33:32
381,Muscat,OM,23.6139,58.5922,89.62,74,0,12.33,clear sky,2021-06-06 14:30:57
382,Gunnedah,AU,-30.9833,150.25,38.73,82,0,3.0,clear sky,2021-06-06 14:33:33
383,Lasa,IT,46.6166,10.7002,69.71,81,98,4.38,overcast clouds,2021-06-06 14:33:33
384,Bani,DO,18.2833,-70.3333,84.74,53,24,15.57,few clouds,2021-06-06 14:33:34
385,Methven,NZ,-43.6333,171.65,44.46,100,100,1.81,light rain,2021-06-06 14:33:34
386,Lebork,PL,54.5392,17.7501,71.15,42,95,8.16,overcast clouds,2021-06-06 14:33:34
387,Nuzvid,IN,16.7833,80.85,83.25,51,27,11.23,scattered clouds,2021-06-06 14:33:34
388,Afua,BR,-0.1567,-50.3867,87.24,61,23,3.09,few clouds,2021-06-06 14:33:35
389,Ola,RU,59.5833,151.2833,41.99,88,76,3.74,broken clouds,2021-06-06 14:33:10
390,Timmins,CA,48.4669,-81.3331,66.02,88,75,6.2,broken clouds,2021-06-06 14:30:15
391,Taranto,IT,40.6167,17.25,81.48,46,95,5.66,overcast clouds,2021-06-06 14:33:35
392,Gushi,CN,34.6425,109.5843,86.95,36,100,5.17,light rain,2021-06-06 14:33:36
393,Elena,BG,42.9333,25.8833,81.84,53,30,7.25,scattered clouds,2021-06-06 14:33:36
394,San Rafael Del Sur,NI,11.8485,-86.4384,85.17,55,100,11.32,overcast clouds,2021-06-06 14:33:36
395,Khani,GE,41.9563,42.9566,53.17,99,100,3.27,overcast clouds,2021-06-06 14:33:37
396,Kavieng,PG,-2.5744,150.7967,82.18,72,88,1.86,overcast clouds,2021-06-06 14:33:37
397,Mayumba,GA,-3.432,10.6554,78.98,83,62,12.12,broken clouds,2021-06-06 14:33:37
398,Balsas,BR,-7.5325,-46.0356,88.39,39,46,9.8,scattered clouds,2021-06-06 14:29:43
399,Bimbo,CF,4.2567,18.4158,76.93,88,75,5.53,broken clouds,2021-06-06 14:33:38
400,Udachnyy,RU,66.4167,112.4,47.75,56,99,13.87,overcast clouds,2021-06-06 14:33:38
401,Varhaug,NO,58.6147,5.6457,66.85,83,81,13.85,broken clouds,2021-06-06 14:33:38
402,Mezhdurechensk,RU,53.6942,88.0603,50.86,98,100,4.38,overcast clouds,2021-06-06 14:33:39
403,Puerto Del Rosario,ES,28.5004,-13.8627,76.68,68,20,19.57,few clouds,2021-06-06 14:33:39
404,San Cristobal,VE,7.7669,-72.225,68.18,98,100,3.4,overcast clouds,2021-06-06 14:33:39
405,Kilifi,KE,-3.6305,39.8499,82.78,72,10,18.75,clear sky,2021-06-06 14:33:40
406,Trairi,BR,-3.2778,-39.2689,87.28,54,39,10.92,scattered clouds,2021-06-06 14:31:42
407,Neubrandenburg,DE,53.5667,13.2667,69.85,51,86,9.93,overcast clouds,2021-06-06 14:33:40
408,Nuevo Ideal,MX,24.8875,-105.0728,70.36,36,0,3.71,clear sky,2021-06-06 14:33:40
409,Olafsvik,IS,64.8945,-23.7142,46.83,92,100,8.97,overcast clouds,2021-06-06 14:33:41
410,Manzanillo,CU,20.3433,-77.1167,83.44,70,11,5.68,few clouds,2021-06-06 14:33:41
411,Beloha,MG,-25.1667,45.05,64.26,65,77,15.08,broken clouds,2021-06-06 14:33:41
412,Laguna,US,38.421,-121.4238,72.97,68,1,3.0,clear sky,2021-06-06 14:31:23
413,Saint George,US,37.1041,-113.5841,86.34,21,1,1.01,clear sky,2021-06-06 14:30:14
414,Salym,RU,60.0625,71.4789,55.63,83,94,6.53,overcast clouds,2021-06-06 14:33:42
415,Waverly,US,42.7392,-84.6208,83.55,52,1,14.97,clear sky,2021-06-06 14:33:42
416,Mahebourg,MU,-20.4081,57.7,76.24,78,40,6.91,scattered clouds,2021-06-06 14:33:42
417,Bundaberg,AU,-24.85,152.35,57.22,89,2,1.99,clear sky,2021-06-06 14:30:22
418,Indiaroba,BR,-11.5192,-37.5117,80.06,78,64,7.02,broken clouds,2021-06-06 14:33:43
419,Waingapu,ID,-9.6567,120.2641,77.45,84,100,8.25,overcast clouds,2021-06-06 14:33:43
420,Bathsheba,BB,13.2167,-59.5167,84.81,58,40,17.22,scattered clouds,2021-06-06 14:33:43
421,Tonantins,BR,-2.8731,-67.8022,85.87,65,94,3.83,light rain,2021-06-06 14:33:44
422,Kutum,SD,14.2,24.6667,93.4,11,9,10.22,clear sky,2021-06-06 14:33:44
423,Prince Rupert,CA,54.3161,-130.3201,47.89,90,90,5.75,light rain,2021-06-06 14:33:17
424,Tall Kayf,TR,37.0833,41.0667,92.59,9,0,16.44,clear sky,2021-06-06 14:33:45
425,Ponta Delgada,PT,37.7333,-25.6667,68.72,77,20,13.8,few clouds,2021-06-06 14:33:45
426,Qianguo,CN,45.1171,124.8568,60.13,62,15,2.77,few clouds,2021-06-06 14:33:45
427,Takoradi,GH,4.8845,-1.7554,83.88,69,68,9.66,light rain,2021-06-06 14:33:46
428,Cockburn Town,TC,21.4612,-71.1419,80.04,79,0,21.32,clear sky,2021-06-06 14:33:46
429,Prochnookopskaya,RU,45.0666,41.1175,73.35,89,74,7.43,light rain,2021-06-06 14:33:46
430,Contai,IN,21.7786,87.7536,87.49,76,77,15.26,broken clouds,2021-06-06 14:33:47
431,Abu Zabad,SD,12.35,29.25,81.64,52,98,22.68,light rain,2021-06-06 14:33:47
432,Aksarka,RU,66.5606,67.7975,44.49,42,90,13.44,overcast clouds,2021-06-06 14:33:47
433,Miles City,US,46.4083,-105.8406,59.5,62,90,9.22,overcast clouds,2021-06-06 14:33:47
434,Marshalltown,US,42.0494,-92.908,80.47,64,1,11.5,clear sky,2021-06-06 14:31:15
435,Cafarnaum,BR,-11.6936,-41.4683,78.75,49,93,11.88,overcast clouds,2021-06-06 14:33:48
436,Mahon,ES,39.8885,4.2658,75.76,46,0,17.27,clear sky,2021-06-06 14:33:48
437,Te Anau,NZ,-45.4167,167.7167,36.84,92,22,1.25,few clouds,2021-06-06 14:33:49
438,Yerbogachen,RU,61.2767,108.0108,43.14,50,25,10.63,scattered clouds,2021-06-06 14:33:49
439,Inyonga,TZ,-6.7167,32.0667,73.72,51,100,3.04,overcast clouds,2021-06-06 14:33:49
440,Kropotkin,RU,45.4375,40.5756,64.29,82,69,8.14,moderate rain,2021-06-06 14:33:50
441,Asau,RO,46.4333,26.4,70.72,53,13,2.53,few clouds,2021-06-06 14:33:50
442,Sola,VU,-13.8833,167.55,79.39,77,37,13.02,scattered clouds,2021-06-06 14:33:50
443,Chake Chake,TZ,-5.2459,39.7666,76.5,72,13,15.9,few clouds,2021-06-06 14:33:51
444,Avera,US,33.194,-82.5271,81.93,54,81,3.96,broken clouds,2021-06-06 14:33:51
445,Banyo,CM,6.75,11.8167,79.74,62,73,5.3,light rain,2021-06-06 14:33:51
446,Pacific Grove,US,36.6177,-121.9166,56.01,86,55,1.99,broken clouds,2021-06-06 14:33:52
447,Sulangan,PH,11.1373,123.7228,82.94,74,100,5.93,overcast clouds,2021-06-06 14:33:52
448,Fort Nelson,CA,58.8053,-122.7002,47.79,100,90,5.75,moderate rain,2021-06-06 14:33:52
449,Sisimiut,GL,66.9395,-53.6735,40.23,95,100,4.18,light rain,2021-06-06 14:33:52
450,Sambava,MG,-14.2667,50.1667,76.23,80,35,15.7,scattered clouds,2021-06-06 14:33:53
451,Jaffna,LK,9.6685,80.0074,83.93,79,100,19.15,overcast clouds,2021-06-06 14:33:53
452,Kaduqli,SD,11.0167,29.7167,84.25,56,91,13.24,light rain,2021-06-06 14:33:53
453,Tessalit,ML,20.1986,1.0114,111.31,6,15,14.88,few clouds,2021-06-06 14:33:54
454,Santa Rosa,PH,14.3122,121.1114,85.1,80,100,5.55,overcast clouds,2021-06-06 14:32:44
455,Montepuez,MZ,-13.1256,38.9997,70.03,53,28,6.11,scattered clouds,2021-06-06 14:33:54
456,Bengkulu,ID,-3.8004,102.2655,75.29,90,16,4.38,few clouds,2021-06-06 14:33:54
457,Makinsk,KZ,52.6292,70.4169,62.22,41,2,3.91,clear sky,2021-06-06 14:33:55
458,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,100,90,20.71,mist,2021-06-06 14:33:55
459,Moanda,GA,-1.5575,13.2178,82.63,64,96,0.38,light rain,2021-06-06 14:33:55
460,Natal,BR,-5.795,-35.2094,83.05,69,75,11.95,broken clouds,2021-06-06 14:33:56
461,Yeppoon,AU,-23.1333,150.7333,51.58,83,32,7.38,scattered clouds,2021-06-06 14:33:56
462,Boueni,YT,-12.9025,45.0761,80.58,71,58,16.71,broken clouds,2021-06-06 14:33:56
463,Mandurah,AU,-32.55,115.7,54.16,70,48,9.91,scattered clouds,2021-06-06 14:33:57
464,Dolores,AR,-36.3132,-57.6792,53.67,49,36,6.46,scattered clouds,2021-06-06 14:33:57
465,Aksu,CN,41.1231,80.2644,83.8,15,100,10.69,overcast clouds,2021-06-06 14:33:57
466,Clinton,US,42.587,-82.9199,85.95,55,20,1.01,few clouds,2021-06-06 14:33:57
467,Vanimo,PG,-2.6741,141.3028,77.92,88,100,2.19,overcast clouds,2021-06-06 14:33:58
468,North Platte,US,41.1239,-100.7654,72.99,70,1,8.99,clear sky,2021-06-06 14:29:36
469,Bar-Le-Duc,FR,48.75,5.1667,71.1,87,97,6.35,overcast clouds,2021-06-06 14:33:58
470,Rijeka,HR,45.3431,14.4092,77.0,73,20,1.3,few clouds,2021-06-06 14:33:59
471,Gimli,CA,50.6336,-96.9907,72.05,88,77,16.11,broken clouds,2021-06-06 14:33:59
472,Vao,NC,-22.6667,167.4833,71.26,60,79,17.74,broken clouds,2021-06-06 14:33:59
473,Nouakchott,MR,18.0858,-15.9785,93.13,39,7,14.97,clear sky,2021-06-06 14:34:00
474,Caravelas,BR,-17.7125,-39.2481,80.96,59,27,8.25,scattered clouds,2021-06-06 14:34:00
475,Aklavik,CA,68.2191,-135.0107,33.8,80,40,5.75,scattered clouds,2021-06-06 14:34:00
476,Boa Vista,BR,2.8197,-60.6733,84.18,65,40,9.22,scattered clouds,2021-06-06 14:34:00
477,Nogliki,RU,51.8333,143.1667,38.35,93,100,15.79,overcast clouds,2021-06-06 14:34:01
478,Fethiye,TR,36.6217,29.1164,76.87,35,0,4.76,clear sky,2021-06-06 14:34:01
479,Van,TR,38.4924,43.3831,70.95,37,20,5.75,few clouds,2021-06-06 14:34:01
480,Verkhoyansk,RU,67.5447,133.385,47.75,51,63,4.5,broken clouds,2021-06-06 14:34:02
481,Warrington,GB,53.3925,-2.5802,70.92,57,75,3.0,broken clouds,2021-06-06 14:33:06
482,Vasterhaninge,SE,59.1167,18.1,76.78,45,98,5.99,overcast clouds,2021-06-06 14:34:02
483,Goderich,CA,43.7501,-81.7165,82.04,56,77,12.66,broken clouds,2021-06-06 14:31:23
484,Portland,US,45.5234,-122.6762,51.91,84,90,1.99,overcast clouds,2021-06-06 14:30:51
485,Kedrovyy,RU,56.1667,91.8167,55.81,85,63,9.84,broken clouds,2021-06-06 14:29:12
486,Kawalu,ID,-7.3817,108.2082,73.74,96,91,1.45,overcast clouds,2021-06-06 14:34:03
487,Ucluelet,CA,48.9329,-125.5528,50.95,90,100,9.01,overcast clouds,2021-06-06 14:29:53
488,Sivas,TR,39.7916,37.0019,59.63,41,75,13.8,broken clouds,2021-06-06 14:34:03
489,Moses Lake,US,47.1301,-119.2781,52.48,54,1,4.61,clear sky,2021-06-06 14:34:04
490,Villazon,BO,-22.0866,-65.5942,49.59,18,21,7.11,few clouds,2021-06-06 14:34:04
491,Shingu,JP,33.7333,135.9833,68.5,84,100,0.34,overcast clouds,2021-06-06 14:34:04
492,Saint-Francois,FR,46.4154,3.9054,68.18,82,90,9.22,overcast clouds,2021-06-06 14:34:05
493,Waddan,LY,29.1614,16.139,94.08,13,0,10.02,clear sky,2021-06-06 14:34:05
494,Douglas,US,41.3,-96.167,78.03,73,1,8.99,clear sky,2021-06-06 14:34:05
495,Trakai,LT,54.6333,24.9333,75.54,60,91,10.25,overcast clouds,2021-06-06 14:34:06
496,Hofn,IS,64.2539,-15.2082,50.02,87,90,12.66,mist,2021-06-06 14:34:06
497,Tharad,IN,24.3961,71.6267,87.42,56,0,15.64,clear sky,2021-06-06 14:34:06
498,Varanasi,IN,25.3333,83.0,93.29,55,8,1.25,haze,2021-06-06 14:34:06
499,Sabang,ID,5.8933,95.3214,83.61,74,100,23.22,light rain,2021-06-06 14:34:07
500,Progreso,MX,21.2833,-89.6667,85.1,64,26,10.27,scattered clouds,2021-06-06 14:34:07
501,Canton,CN,23.1167,113.25,84.15,61,66,7.7,broken clouds,2021-06-06 14:30:49
502,Kalino,RU,58.2504,57.6085,68.43,53,44,5.88,scattered clouds,2021-06-06 14:34:07
503,Oussouye,SN,12.485,-16.5469,93.38,51,50,12.97,scattered clouds,2021-06-06 14:34:08
504,Fatehabad,IN,29.5167,75.45,100.27,20,6,1.1,clear sky,2021-06-06 14:34:08
505,Kotka,FI,60.4664,26.9458,69.33,91,70,8.99,light rain,2021-06-06 14:34:08
506,Sept-Iles,CA,50.2001,-66.3821,59.52,44,75,10.36,broken clouds,2021-06-06 14:34:09
507,Voh,NC,-20.9667,164.7,65.64,70,92,5.23,overcast clouds,2021-06-06 14:34:09
508,Taoudenni,ML,22.6783,-3.9836,117.34,5,60,12.66,broken clouds,2021-06-06 14:34:09
509,Paralimni,CY,35.0375,33.9833,88.29,64,0,5.01,clear sky,2021-06-06 14:34:10
510,Sao Pedro Do Piaui,BR,-5.9294,-42.7186,89.67,38,10,5.86,clear sky,2021-06-06 14:34:10
511,Nishiwaki,JP,34.9833,134.9667,72.99,70,100,2.28,overcast clouds,2021-06-06 14:34:10
512,Salacgriva,LV,57.7536,24.3581,63.39,53,1,9.73,clear sky,2021-06-06 14:34:11
513,Acajutla,SV,13.5928,-89.8275,85.8,73,95,4.9,overcast clouds,2021-06-06 14:34:11
514,Venado Tuerto,AR,-33.7456,-61.9688,56.79,36,100,10.04,overcast clouds,2021-06-06 14:34:11
515,Kuytun,RU,54.3419,101.5036,44.92,89,70,7.25,broken clouds,2021-06-06 14:34:12
516,Tabou,CI,4.423,-7.3528,83.37,72,91,8.81,light rain,2021-06-06 14:34:12
517,Siocon,PH,7.7061,122.1353,78.96,76,98,2.59,overcast clouds,2021-06-06 14:34:12
518,Paita,PE,-5.0892,-81.1144,72.16,74,100,9.04,overcast clouds,2021-06-06 14:34:12
519,Sysert,RU,56.4953,60.8192,78.78,40,45,7.16,scattered clouds,2021-06-06 14:34:13
520,Etchojoa,MX,26.9167,-109.6333,79.29,42,4,10.69,clear sky,2021-06-06 14:34:13
521,Judaberg,NO,59.1659,5.8732,67.14,84,94,5.91,overcast clouds,2021-06-06 14:34:13
522,Campeche,MX,19.0,-90.5,89.28,49,35,6.55,scattered clouds,2021-06-06 14:32:58
