City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
615,Challans,FR,74.32,overcast clouds,46.8436,-1.8749,
616,Matagami,CA,62.71,clear sky,49.7502,-77.6328,
618,Huilong,CN,76.03,light rain,31.8111,121.655,
619,Cape Canaveral,US,87.87,clear sky,28.4058,-80.6048,
620,Marawi,PH,65.64,overcast clouds,7.9986,124.2928,
621,Muros,ES,80.17,overcast clouds,42.7762,-9.0603,
622,Ystad,SE,77.36,clear sky,55.4297,13.8204,
623,San Jose,US,61.02,few clouds,37.3394,-121.895,
624,Hastings,GB,71.33,broken clouds,50.8552,0.5729,
625,Westport,US,91.06,clear sky,41.1415,-73.3579,
626,Oeiras,BR,93.87,clear sky,-7.0253,-42.1311,
628,Agaro,ET,69.48,light rain,7.85,36.65,
629,Moose Factory,CA,60.78,clear sky,51.2585,-80.6094,
632,Tayu,ID,79.72,broken clouds,-6.5397,111.0518,
633,Hobyo,SO,80.49,scattered clouds,5.3505,48.5268,
635,Brownsville,US,84.9,clear sky,25.9018,-97.4975,
636,Cantanhede,BR,89.67,clear sky,-3.6333,-44.3767,
638,Council Bluffs,US,78.48,scattered clouds,41.2619,-95.8608,
639,La Libertad,EC,71.26,broken clouds,-2.2333,-80.9,
640,Nishihara,JP,78.85,moderate rain,26.1842,127.7558,
641,Waterloo,CA,82.65,clear sky,43.4668,-80.5164,
642,Algiers,DZ,75.02,scattered clouds,36.7525,3.042,
643,North Bay,CA,76.98,few clouds,46.3168,-79.4663,
644,Wajima,JP,64.49,overcast clouds,37.4,136.9,
646,Saint-Leu,RE,74.26,scattered clouds,-21.15,55.2833,
647,Lata,PT,83.05,clear sky,40.1629,-8.3327,
648,Biak,ID,76.42,overcast clouds,-0.9131,122.8766,
650,Urumqi,CN,67.15,clear sky,43.801,87.6005,
651,Cerknica,SI,73.38,scattered clouds,45.7931,14.3625,
652,Acapulco,MX,84.02,scattered clouds,16.8634,-99.8901,
653,Nurobod,UZ,94.05,overcast clouds,40.9056,69.8023,
655,Gombong,ID,76.1,broken clouds,-7.6072,109.5142,
656,Tamiahua,MX,85.12,overcast clouds,21.2667,-97.45,
657,Mhango,TZ,76.33,overcast clouds,-3.2833,32.85,
658,Mitsamiouli,KM,79.38,broken clouds,-11.3847,43.2844,
659,La Orilla,MX,86.88,broken clouds,17.9833,-102.2333,
660,Chapais,CA,60.58,broken clouds,49.7834,-74.8492,
661,Jining,CN,86.61,scattered clouds,35.405,116.5814,
663,Tuy Hoa,VN,80.22,overcast clouds,13.0833,109.3,
664,Inhambane,MZ,75.18,scattered clouds,-23.865,35.3833,
666,Santa Elena,EC,71.15,broken clouds,-2.2333,-80.85,
667,Harrison,US,82.47,broken clouds,30.4091,-89.0436,
668,Palimbang,PH,80.28,overcast clouds,6.2106,124.1894,
669,Along,IN,72.32,overcast clouds,28.1667,94.7667,
671,Mauriti,BR,84.51,scattered clouds,-7.3892,-38.7744,
672,Tobolsk,RU,71.35,few clouds,58.2,68.2667,
673,Tual,ID,81.34,overcast clouds,-5.6667,132.75,
675,Belmonte,BR,82.4,scattered clouds,-15.8631,-38.8828,
676,Vila Franca Do Campo,PT,68.41,overcast clouds,37.7167,-25.4333,
677,Vigia Del Fuerte,CO,84.67,overcast clouds,6.5789,-76.8863,
683,Camacha,PT,68.76,scattered clouds,33.0833,-16.3333,
684,Mackay,AU,60.67,overcast clouds,-21.15,149.2,
685,Udayagiri,IN,77.61,broken clouds,20.1333,84.3833,
687,Dianalund,DK,76.89,overcast clouds,55.5313,11.4925,
690,Callaway,US,81.91,broken clouds,30.153000000000002,-85.5699,
691,Nazilli,TR,88.9,clear sky,37.9163,28.3223,
692,Daokou,CN,89.89,overcast clouds,35.5639,114.5058,
693,Ipixuna,BR,85.95,scattered clouds,-1.7625,-48.8043,
694,Matamoros,MX,78.91,clear sky,25.5333,-103.25,
695,Russell,US,79.88,broken clouds,32.3502,-85.1999,
696,Ridgecrest,US,78.03,clear sky,35.6225,-117.6709,
697,Kyaikkami,MM,82.62,overcast clouds,16.08,97.5675,
699,Gorontalo,ID,75.87,overcast clouds,0.5412,123.0595,
701,Palasa,IN,85.59,scattered clouds,18.7667,84.4167,
702,Canoas,BR,64.56,overcast clouds,-29.9178,-51.1836,
703,Tigzirt,DZ,71.24,scattered clouds,36.8886,4.1198,
705,Mazyr,BY,68.13,broken clouds,52.0495,29.2456,
706,Dicabisagan,PH,81.32,overcast clouds,17.0818,122.4157,
707,Marsa Matruh,EG,77.2,clear sky,31.3525,27.2453,
709,Kanigiri,IN,91.6,scattered clouds,15.4,79.5167,
710,Hare Bay,CA,60.4,overcast clouds,48.8499,-54.0148,
